image_path,text,variant_idx,severity_label,severity_encoded,split
C:\D_Folder\Defect seviority dataset\dataset\training\03-severe\images - 2022-12-13T215957.318.jpeg,"The front bumper exhibits noticeable deformation at its center, affecting the overall shape of the component. The damage is clearly visible, with metal material showing signs of bending and warping",0,severe,2,training
C:\D_Folder\Defect seviority dataset\dataset\training\02-moderate\0054.JPEG,A dent is present on the center of the metal door. The deformation is observable and appears to have altered the surface contour of the component. Further inspection may be necessary to assess any underlying issues.,0,moderate,1,training
C:\D_Folder\Defect seviority dataset\dataset\training\02-moderate\0071.JPEG,"Observations indicate that the center of the front right door has undergone deformation, revealing the metal structure beneath. The rear right door also shows some correlation with the damage observed.",1,moderate,1,training
C:\D_Folder\Defect seviority dataset\dataset\training\02-moderate\0033.JPEG,"The entire surface of the door shows numerous holes. The material exposed is metal, suggesting a compromise in the door's form.",1,moderate,1,training
C:\D_Folder\Defect seviority dataset\dataset\training\01-minor\0089.JPEG,"A scratch is observed on the front bumper, located centrally. The damage affects the paint surface, indicating a disruption in the material's integrity. Further examination may be warranted to assess the extent of the blemish.",0,minor,0,training
C:\D_Folder\Defect seviority dataset\dataset\validation\03-severe\0041.JPEG,A deformation is present at the central section of the rear bumper. Observations indicate that both metal and plastic materials are part of the damaged component tbh,2,severe,2,testing
C:\D_Folder\Defect seviority dataset\dataset\training\02-moderate\0068.JPEG,"The front fender exhibits deformation at its center, with the visible material identified as metal. The distortion affects the surface contour and overall alignment of the fender.",0,moderate,1,training
C:\D_Folder\Defect seviority dataset\dataset\training\01-minor\0239.JPEG,"The front fender exhibits scratches along the front edge, revealing the underlying metal material. Additionally, the front door is positioned adjacent to this area and may also show signs of contact basically",0,minor,0,training
C:\D_Folder\Defect seviority dataset\dataset\training\02-moderate\2497b894c0514209a2310265d5946c9f_thb.jpg,"Inspection reveals that the front bumper is deformed at its center. The plastic material shows signs of bending, impacting the overall alignment of the bumper.",2,moderate,1,training
C:\D_Folder\Defect seviority dataset\dataset\training\01-minor\0220.JPEG,"Upon inspection, the lower right area of the front bumper shows evidence of deformation. The plastic material indicates a change in structural integrity.",1,minor,0,training
C:\D_Folder\Defect seviority dataset\dataset\validation\03-severe\6d36ca8f8e5142b999d24142028c8a3a_thb.jpg,The front end of the vehicle exhibits deformation at the center. Both metal and plastic components are visibly affected by the damage. A thorough inspection of the area is recommended to assess any underlying issues.,0,severe,2,testing
C:\D_Folder\Defect seviority dataset\dataset\training\02-moderate\0036.JPEG,"Inspection reveals that the front edge of the front fender has undergone deformation. The metal material is bent inwards, altering its original contour. This finding is noted for reference in the report.",2,moderate,1,training
C:\D_Folder\Defect seviority dataset\dataset\validation\01-minor\0011.jpeg,"Observations indicate a dent located centrally on the metal front passenger door. The surface exhibits a noticeable indentation, affecting the appearance of the door.",2,minor,0,testing
C:\D_Folder\Defect seviority dataset\dataset\training\01-minor\download (31).jpeg,"Dents are present on the hood, concentrated mainly at the center with additional scattered impressions. The hood is constructed of metal, showing signs of deformation from possible contact.",1,minor,0,training
C:\D_Folder\Defect seviority dataset\dataset\training\03-severe\0065.JPEG,"The front bumper exhibits deformation on the right side, with visible damage to the plastic material. The fender is in close proximity to the affected area and may show associated signs of impact.",0,severe,2,training
C:\D_Folder\Defect seviority dataset\dataset\validation\02-moderate\images (50).jpeg,"The front bumper exhibits a deformation at the center, resulting in an altered shape. The bumper is made of plastic, and the deformation appears to have caused a misalignment with the adjacent hood component.",0,moderate,1,testing
C:\D_Folder\Defect seviority dataset\dataset\training\01-minor\0066.JPEG,"A scratch is present on the lower edge of the front bumper, which is made of plastic. The damage appears to be localized and does not extend beyond the stated area.",0,minor,0,training
C:\D_Folder\Defect seviority dataset\dataset\training\03-severe\0145.JPEG,"The front bumper exhibits deformation at the center, where the plastic material has altered from its original shape. This change in the bumper's structure is observable and affects the appearance of the component.",0,severe,2,training
C:\D_Folder\Defect seviority dataset\dataset\validation\01-minor\images - 2022-12-12T151412.407.jpeg,"Inspection reveals that the center of the front bumper shows signs of deformation. The plastic component has been altered, though other parts of the vehicle do not display any visible concerns.",2,minor,0,testing
C:\D_Folder\Defect seviority dataset\dataset\training\03-severe\images (20).jpeg,"The front bumper exhibits deformation at the center, where the metal material is visibly bent. The adjacent hood component also shows signs of impact. Further inspection may be required to assess the full extent of the deformation",0,severe,2,training
C:\D_Folder\Defect seviority dataset\dataset\training\02-moderate\0191.JPEG,"A dent is observed at the center of the rear bumper, which is constructed of plastic. The damage has resulted in a noticeable indentation. No other visible defects are present in the surrounding area.",0,moderate,1,training
C:\D_Folder\Defect seviority dataset\dataset\training\02-moderate\0177.JPEG,"The front bumper exhibits deformation on the right side, with the material consisting of plastic. The affected area reveals a noticeable distortion in its shape, altering the bumper's original contour.",0,moderate,1,training
C:\D_Folder\Defect seviority dataset\dataset\validation\03-severe\0049.JPEG,"A deformation is present in the front bumper at its central section. The metal material indicates a shift from the intended configuration, resulting in an altered profile.",1,severe,2,testing
C:\D_Folder\Defect seviority dataset\dataset\training\01-minor\0083.JPEG,"A dent has been observed on the front bumper, located centralyl. The material of the bumper is identified as plastic, which shows deformation in the affected area. No additional damage has been noted around this component.",0,minor,0,training
C:\D_Folder\Defect seviority dataset\dataset\training\03-severe\0228.JPEG,"The center of the rear trunk shows visible deformation, affecting the metal material. There is a clear alteration in its structure, while the rear window appears unaffected by this damage.",1,severe,2,training
C:\D_Folder\Defect seviority dataset\dataset\training\02-moderate\0157.JPEG,"The front bumper exhibits deformation at the cneter, which is composed of plastic material. This alteration in shape may affect the alignment with the adjacent hood component.",0,moderate,1,training
C:\D_Folder\Defect seviority dataset\dataset\validation\03-severe\0049.JPEG,"The front bumper exhibits a noticeable deformation at the center. The damage is evident on the metal surface, which shows signs of bending and alteration from its original shape.",0,severe,2,testing
C:\D_Folder\Defect seviority dataset\dataset\training\02-moderate\images - 2022-12-12T151411.371.jpeg,"Observations indicate that the center of the front bumper has undergone a deformation. The material in question is plastic, which displays a noticeable alteration in its original shape. Additional evaluation might be warranted to understand the full extent of this issue.",2,moderate,1,training
C:\D_Folder\Defect seviority dataset\dataset\training\01-minor\download (3).jpeg,"There is a noticeable dent located in the center of the door, which is composed of metal. This dent disrupts the smooth appearance of the door's surface. The integrity of the paint remains intact.",1,minor,0,training
C:\D_Folder\Defect seviority dataset\dataset\training\03-severe\0161.JPEG,"I noticed that the front bumper exhibits deformation at the center area. The observable material is metal, which has been distorted but remains intact. No additional damage is noted in the surrounding components.",0,severe,2,training
C:\D_Folder\Defect seviority dataset\dataset\training\01-minor\images (77).jpeg,"The front fender exhibits a dent located centrally. The visible material is metal, indicating a deformation on the surface.",1,minor,0,training
C:\D_Folder\Defect seviority dataset\dataset\training\01-minor\0090.JPEG,"Scattered scratches are present on the surface of the hood. The paint has been compromised in several areas, revealing underlying layers. This condition is noted for further assessment.",1,minor,0,training
C:\D_Folder\Defect seviority dataset\dataset\training\01-minor\0228.JPEG,"Inspection reveals a scratch on the rear fender positioned above the wheel arch. The paint has been affected, and the area shows signs of wear. This condition is noticeable upon close examination.",2,minor,0,training
C:\D_Folder\Defect seviority dataset\dataset\training\02-moderate\0089.jpeg,"Noted is a deformation on the front bumper, specifically on the right side. The bumper, made of plastic, presents a warped appearance that may require additional attention or follow-up measures.",2,moderate,1,training
C:\D_Folder\Defect seviority dataset\dataset\validation\03-severe\0003.JPEG,"Inspection indicates that the center of the front fender displays noticeable deformation. The fender is composed of metal, and there is a visible relationship with the nearby front door, which remains undamaged.",1,severe,2,testing
C:\D_Folder\Defect seviority dataset\dataset\training\02-moderate\0241.jpeg,"The rear bumper features a dent situated in the center area. The observable damage is present on the metal surface, creating an indentation.",1,moderate,1,training
C:\D_Folder\Defect seviority dataset\dataset\training\02-moderate\e4ee5ca6a91c45a583aec23c0e7f2b3e_thb.jpg,"The hood was observed to have a deformation located at the center. The material visible is metal, which has been affected by the described condition. Further inspection may be warranted to assess underlying issues.",0,moderate,1,training
C:\D_Folder\Defect seviority dataset\dataset\training\03-severe\0040.JPEG,"Inspection of the front bumper reveals an overall deformation affecting the entire area. The damage is present on both the metal and plastic sections, which distorts the intended design of the component.",2,severe,2,training
C:\D_Folder\Defect seviority dataset\dataset\training\03-severe\0244.JPEG,"On the front bumper, deformation was noted at the lower left corner. The damage includes both metal and plastic components. This may alter the visual alignment and fit of the bumper itself.",2,severe,2,training
C:\D_Folder\Defect seviority dataset\dataset\training\03-severe\0266.JPEG,Inspection of the rear bumper reveals a deformation located centrally. The plastic surface demonstrates an alteration in shape. Documentation of this condition may be necessary for future reference or repairs.,2,severe,2,training
C:\D_Folder\Defect seviority dataset\dataset\training\02-moderate\0207.JPEG,"Rear window damage is noted, with a complete shatter observed at the center. Glass debris can be seen around the trunk area, suggesting that the damage may have extended beyond the window itself.",2,moderate,1,training
C:\D_Folder\Defect seviority dataset\dataset\training\03-severe\images (15).jpeg,"A deformation was identified in the center of the side panel. The exposed metal suggests the extent of the damage, and attention was also drawn to the wheel located nearby.",1,severe,2,training
C:\D_Folder\Defect seviority dataset\dataset\validation\03-severe\0034.JPEG,"The rear door exhibits deformation at its center, with the metal surface showing visible distortion. Additionally, the rear bumper is noted to have an alignment issue, possibly related to the deformation observed.",0,severe,2,testing
C:\D_Folder\Defect seviority dataset\dataset\validation\01-minor\images (95).jpeg,"A dent is present on the upper edge of the front fender. The affected area is made of metal, exhibiting a noticeable indentation. The overall integrity of the fender remains intact.",0,minor,0,testing
C:\D_Folder\Defect seviority dataset\dataset\training\01-minor\0221.JPEG,Inspection revealed a dent in the center of the metal front fender. The damage is localized and affects the overall appearance of the component.,2,minor,0,training
C:\D_Folder\Defect seviority dataset\dataset\training\01-minor\0186.JPEG,"Inspecting the tailgate reveals a visible dent in the center, specifically on the metal surface. The indentation is easily identifiable and modifies the overall contour of the tailgate. Other parts of the vehicle show no signs of damage.",2,minor,0,training
C:\D_Folder\Defect seviority dataset\dataset\training\03-severe\images - 2022-12-13T215957.643.jpeg,"The front bumper exhibits deformation at the center, with the material being plastic. The shape of the bumper has been altered due to an external force, resulting in an uneven appearance.",0,severe,2,training
C:\D_Folder\Defect seviority dataset\dataset\training\03-severe\0313.jpeg,"A dent was observed in the center of the rear passenger door, which is constructed of metal. This damage has also resulted in some distortion to the adjacent rear quarter panel.",0,severe,2,training
C:\D_Folder\Defect seviority dataset\dataset\training\02-moderate\images (109).jpeg,Observations indicate that the left side of the front bumper has undergone deformation. The materials present include both metal and plastic. There is also noticeable interaction with the front fender,1,moderate,1,training
C:\D_Folder\Defect seviority dataset\dataset\training\02-moderate\0271.JPEG,"The front bumper exhibited deformation at the center and right side, with the visible material being plastic. The condition of the hood was also noted, which may be related to the impact area.",0,moderate,1,training
C:\D_Folder\Defect seviority dataset\dataset\training\03-severe\0260.JPEG,"At the center of the front bumper, a deformation has been observed. The material is metal, and it has altered from its original form. Assessment of the bumper's condition is recommended.",1,severe,2,training
C:\D_Folder\Defect seviority dataset\dataset\training\01-minor\0087.JPEG,"Center of the rear passenger side door shows a dent. The metal material is visibly affected, and there is an observable impact on the adjacent rear quarter panel. Further inspection of the surrounding area may be advisable.",1,minor,0,training
C:\D_Folder\Defect seviority dataset\dataset\training\02-moderate\0298.JPEG,"A dent is observed on the center of the side door, with the underlying metal visible. The surface has been compromised, indicating an alteration in the contour of the door panel.",0,moderate,1,training
C:\D_Folder\Defect seviority dataset\dataset\training\03-severe\0011.JPEG,"Scratches are present on the sdie door, affecting the full surface area. The damage has revealed the metal beneath the exterior finish.",1,severe,2,training
C:\D_Folder\Defect seviority dataset\dataset\training\03-severe\0039.JPEG,"The front left fender has been deformed, with the metal material visibly altered. The deformation is located close to the front bumper, which does not show any damage. Additional analysis may be beneficial.",2,severe,2,training
C:\D_Folder\Defect seviority dataset\dataset\training\02-moderate\0209.JPEG,"In the center of the rear quarter panel, a deformation has been noted. This change is present on the metal surface, indicating a structural alteration basically",1,moderate,1,training
C:\D_Folder\Defect seviority dataset\dataset\training\01-minor\download (30).jpeg,"In the central region of the front fender, a dent has been observed. This deformation affects the metal material of the component. It is advisable to monitor this area for any changes.",2,minor,0,training
C:\D_Folder\Defect seviority dataset\dataset\training\01-minor\0209.JPEG,"Inspection reveals a dent located at the center of the front fender, which is of metal material. The dent affects the shape of the fender but no other defects are apparent in the nearby components basically",2,minor,0,training
C:\D_Folder\Defect seviority dataset\dataset\training\02-moderate\0084.jpeg,"Observations indicate that the center of the front bumper is deformed, comprised of plastic material. This deformation appears to have influenced the positioning of the hood, resulting in a misaligned fit.",1,moderate,1,training
C:\D_Folder\Defect seviority dataset\dataset\training\01-minor\images (23).jpeg,The rear bumper exhibits a dent located at its center. The affected area shows visible deformation on the metal material.,1,minor,0,training
C:\D_Folder\Defect seviority dataset\dataset\training\03-severe\0361.JPEG,"The side panel exhibits a dent located at its center, made of visible metal. The front fender is identified as a secondary component adjacent to the area of damage.",1,severe,2,training
C:\D_Folder\Defect seviority dataset\dataset\training\01-minor\images (63).jpeg,"A dent is present on the central area of the rear bumper, which is made of metal. The damage appears to have affected the adjacent rear as well.",1,minor,0,training
C:\D_Folder\Defect seviority dataset\dataset\training\01-minor\0074.JPEG,"A scratch is present on the front bumper, located at the center. The paint has been affected, revealing the underlying material. Further inspection may be warranted to assess any additional impact tbh",0,minor,0,training
C:\D_Folder\Defect seviority dataset\dataset\validation\01-minor\images - 2022-12-12T151412.407.jpeg,"The front bumper exhibits deformation at the center. The damage is observed in the plastic material, which appears to have been impacted. No other alterations to the surrounding components are noted.",0,minor,0,testing
C:\D_Folder\Defect seviority dataset\dataset\training\01-minor\0167.JPEG,"There is a deformity present in the center of the rear bumper. This alteration affects the plastic material, which shows visible signs of distortion",1,minor,0,training
C:\D_Folder\Defect seviority dataset\dataset\training\03-severe\0209.JPEG,"Inspection notes indicate that the center of the rear bumper has undergone deformation. Both the metal and plastic sections show visible signs of this alteration, but other components remain unaffected.",2,severe,2,training
C:\D_Folder\Defect seviority dataset\dataset\training\02-moderate\0203.JPEG,"Noted on the inspection report is a scratch on the left side of the front bumper. The paint layer has been disrupted, showing the material underneath. Other components remain undamaged tbh",2,moderate,1,training
C:\D_Folder\Defect seviority dataset\dataset\training\02-moderate\0120.JPEG,"Hood deformation is present at its center, with the metal structure being compromised. The front bumper is also noted in proximity, indicating that these components might be influenced by the observed damage tbh",2,moderate,1,training
C:\D_Folder\Defect seviority dataset\dataset\training\02-moderate\acbea92ddc494768bd7117cecfe93400_thb.jpg,"The front bumper exhibits deformation across its entire area, composed of both metal and plastic materials. Additionally, the front left fender shows signs of impact consistent with the damage observed on the bumper.",0,moderate,1,training
C:\D_Folder\Defect seviority dataset\dataset\training\01-minor\0087.JPEG,"I think a dent is present on the center of the rear passenger side door. The damage has affected the metal surface, with indications of distortion. The rear quarter panel has also been noted in proximity to the affected area.",0,minor,0,training
C:\D_Folder\Defect seviority dataset\dataset\validation\01-minor\0016.JPEG,"The front bumper exhibits deformation on the right side, with visible damage to the plastic material. Additionally, the right fender is noted to be affected by the same incident, indicating proximity of impact.",0,minor,0,testing
C:\D_Folder\Defect seviority dataset\dataset\training\01-minor\0132.JPEG,Inspection of the rear bupmer reveals a central deformation. The metal material is visibly altered. This condition may require assessment for any potential repair or replacement needs.,2,minor,0,training
C:\D_Folder\Defect seviority dataset\dataset\training\01-minor\a3c01267e2674f488911328012ccb039_thb.jpg,"A scratch was observed on the lower right section of the front bumper. The material of the bumper is plastic, and the damage appears to have affected the surface finish in that area.",0,minor,0,training
C:\D_Folder\Defect seviority dataset\dataset\training\03-severe\0331.JPEG,Inspection reveals that the front bumper has undergone deformation in the central area. The visible plastic material reflects this change in shape basically,2,severe,2,training
C:\D_Folder\Defect seviority dataset\dataset\validation\03-severe\0051.JPEG,"Inspection reveals deformation in the lower left part of the front bumper. The plastic material is notably altered, maintaining its integrity without any visible fractures or separations.",2,severe,2,testing
C:\D_Folder\Defect seviority dataset\dataset\validation\03-severe\0051.JPEG,"The front bumper exhibits deformation in the lower left section. This damage is confined to the plastic material, which appears to have been distorted without any apparent cracks or breaks.",0,severe,2,testing
C:\D_Folder\Defect seviority dataset\dataset\training\02-moderate\0060.JPEG,The rear door is noted to have a centrally located dent. The metal surface exhibits a noticeable indentation which may require attention. The surrounding areas appear intact with no visible damage.,2,moderate,1,training
C:\D_Folder\Defect seviority dataset\dataset\validation\01-minor\0008.jpeg,"A dent is present in the center of the rear door. The damage is visible on the metal surface, indicating an impact that has altered the material's shape.",0,minor,0,testing
C:\D_Folder\Defect seviority dataset\dataset\training\01-minor\images - 2022-12-12T151411.008.jpeg,"Deformation is noted on the front edge of the hood. The visible metal shows signs of bending, which alters the original contour. This alteration is an important consideration in the vehicle's aesthetic.",1,minor,0,training
C:\D_Folder\Defect seviority dataset\dataset\training\01-minor\images (56).jpeg,"A dent is observed on the center of the metal door. The exterior surface shows a noticeable indentation, which alters the plane of the door. No paint damage is visible around the affected area.",0,minor,0,training
C:\D_Folder\Defect seviority dataset\dataset\training\02-moderate\0226.JPEG,"Inspection reveals a center deformation on the rear quarter panel composed of metal. The structural integrity appears altered, with a visible change in contour.",2,moderate,1,training
C:\D_Folder\Defect seviority dataset\dataset\training\03-severe\images - 2022-12-13T215957.493.jpeg,"The front bumper exhibits deformation at the center, where the metal is visibly affected. The extent of the deformation is noted but remains unassessed. Further inspection may provide additional insights on the condition.",0,severe,2,training
C:\D_Folder\Defect seviority dataset\dataset\training\03-severe\0322.JPEG,"The front fender has been observed to exhibit deformation at its center. The damage affects the metal material, which appears to be bent inward without any visible breaks or cracks",0,severe,2,training
C:\D_Folder\Defect seviority dataset\dataset\training\01-minor\0167.JPEG,"Upon inspection, the rear bumper exhibits noticeable deformation at the center. The damage is observed in the plastic material, which has been altered from its original shape.",0,minor,0,training
C:\D_Folder\Defect seviority dataset\dataset\training\02-moderate\0008.JPEG,"Inspection revealed the rear window is entirely absent, leaving the area open. Both glass and plastic materials are visible in the vicinity. Further action is required to address this condition.",1,moderate,1,training
C:\D_Folder\Defect seviority dataset\dataset\training\03-severe\0069.JPEG,"The front bumper displays visible deformation at the center, with the underlying metal structure apparent. This condition may necessitate further examination to assess any potential impact on adjacent components, such as the hood.",0,severe,2,training
C:\D_Folder\Defect seviority dataset\dataset\training\01-minor\0003.JPEG,"Scratches have been observed on the right side of the rear bumper. The paint layer shows signs of wear, indicating contact with another object tbh",1,minor,0,training
C:\D_Folder\Defect seviority dataset\dataset\training\03-severe\0132.JPEG,"The front bumper exhibits deformation at the center, altering its original shape. The metallic surface is visibly affected, and this deformation also impacts the adjacent hood component.",0,severe,2,training
C:\D_Folder\Defect seviority dataset\dataset\training\03-severe\0105.JPEG,"The front bumper exhibits deformation at the center, compromising its original shape. The material observed is metal, which may have sustained impact. Further inspection may be required to assess the extent of the deformation.",0,severe,2,training
C:\D_Folder\Defect seviority dataset\dataset\training\02-moderate\0051.JPEG,Inspection reveals a dent located at the center of the front fender made of metal. The dent's positioning suggests possible interactions with the front door component as well.,2,moderate,1,training
C:\D_Folder\Defect seviority dataset\dataset\training\03-severe\0346.JPEG,"The entire side of the vehicle is observed to be missing panels, exposing the underlying metal structure. Additionally, some interior components may be impacted by the absence of these panels",0,severe,2,training
C:\D_Folder\Defect seviority dataset\dataset\training\02-moderate\0175.JPEG,"Inspection of the front bumper reveals deformation concentrated on the left side. The plastic construction of the bumper has been altered, and the left head is in proximity to the damaged area.",2,moderate,1,training
C:\D_Folder\Defect seviority dataset\dataset\training\01-minor\0264.JPEG,"On the rear bumper's right side, a noticeable scratch is present. This scratch has compromised the paint layer, revealing material underneath. Inspection for potential repair options may be warranted.",1,minor,0,training
C:\D_Folder\Defect seviority dataset\dataset\training\01-minor\images (2).jpeg,Observations indicate a dent located centrally on the front left fender made of metal. The adjacent front left door appears intact without any visible issues. The condition of both components has been noted.,1,minor,0,training
C:\D_Folder\Defect seviority dataset\dataset\training\02-moderate\images - 2022-12-12T151412.931.jpeg,"The front bumper has been observed to exhibit deformation on the right side. Both metal and plastic materials are visible, indicating a change in the structural integrity of the component.",0,moderate,1,training
C:\D_Folder\Defect seviority dataset\dataset\training\02-moderate\images (66).jpeg,"A scratch is observed on the lower left section of the rear bumper. The paint has been affected, revealing the underlying surface. Further inspection may be required to assess any additional implications tbh",0,moderate,1,training
C:\D_Folder\Defect seviority dataset\dataset\training\02-moderate\0234.JPEG,"Basically, inspection reveals deformation in the center section of the rear bumper, which is made of plastic. The rear quarter panel displays signs of damage nearby, likely related to the condition of the bumper.",2,moderate,1,training
C:\D_Folder\Defect seviority dataset\dataset\training\03-severe\images (27).jpeg,A dent is present on the center section of the side door. The damage is visible on the metal material and has caused a distortion. The rear door may also exhibit some alignment issues due to the adjacent damage.,0,severe,2,training
C:\D_Folder\Defect seviority dataset\dataset\training\02-moderate\0165.JPEG,"Observations indicate that the left side of the front bumper is deformed. The affected area is made of plastic, which demonstrates visible distortion while retaining its structural integrity. Further inspection may be warranted.",1,moderate,1,training
C:\D_Folder\Defect seviority dataset\dataset\training\01-minor\0152.JPEG,Inspection of the rear bumper shows evidence of scratches and dents located on the left side. The paint and plastic materials are both affected by the observed damage.,2,minor,0,training
C:\D_Folder\Defect seviority dataset\dataset\training\01-minor\download (14).jpeg,"The front bumper exhibits deformation in the lower right area. The material is identified as plastic, which shows an irregular shape, suggesting an external impact. Futrher inspection may be warranted to assess the overall condition.",0,minor,0,training
C:\D_Folder\Defect seviority dataset\dataset\training\01-minor\0267.JPEG,"A scratch is observed on the center of the door, affecting the paint layer. The damage is localized and does not appear to compromise the integrity of the door structure.",0,minor,0,training
C:\D_Folder\Defect seviority dataset\dataset\training\02-moderate\0154.JPEG,"The front bumper exhibits deformation, specifically on the left side. The material is identified as plastic, which is visibly affected by the impact.",0,moderate,1,training
C:\D_Folder\Defect seviority dataset\dataset\validation\03-severe\0054.JPEG,"At the front bumper's center, deformation is noted in the metal structure. This alteration in shape suggests exposure to an external force. The integrity of the component may be influenced by this damage.",1,severe,2,testing
C:\D_Folder\Defect seviority dataset\dataset\training\01-minor\download (15).jpeg,"A scratch was observed on the lower right section of the front bumper. The damage is present on the plastic material, indicating an interaction with another surface. No other abnormalities were noted at this time.",0,minor,0,training
C:\D_Folder\Defect seviority dataset\dataset\training\02-moderate\0315.jpeg,"The front fender has a scratch located at its center, exposing the paint. Additionally, the front wheel is present near the damaged fender.",1,moderate,1,training
C:\D_Folder\Defect seviority dataset\dataset\training\01-minor\images (45).jpeg,"The right side of the rear bumper exhibits noticeable deformation. The plastic material has been affected, showing a distortion in its shape, which is observable upon inspection.",0,minor,0,training
C:\D_Folder\Defect seviority dataset\dataset\training\03-severe\0027.JPEG,"The front right fender exhibits deformation, with observable metal material that has been altered from its original shape. The adjacent door is noted, but no direct damage is apparent on this component.",0,severe,2,training
C:\D_Folder\Defect seviority dataset\dataset\training\03-severe\images - 2022-12-13T215957.532.jpeg,"The front bumper displays a noticeable deformation at the center. The damage has affected the plastic material, causing a change in shape that is observable upon inspection.",0,severe,2,training
C:\D_Folder\Defect seviority dataset\dataset\training\03-severe\0359.JPEG,"Inspection of the front section reveals that deformation affects the entire area. Metal is the visible material, with alterations in its shape apparent. This condition is uniformly distributed across the front component.",2,severe,2,training
C:\D_Folder\Defect seviority dataset\dataset\training\03-severe\0246.JPEG,"The front bumper exhibits deformation at the center. The metal material is visibly altered, indicating a change in shape and structure. Further inspection may be required to assess the full extent of the deformation tbh",0,severe,2,training
C:\D_Folder\Defect seviority dataset\dataset\training\03-severe\0384.JPEG,"On the front fender, deformation is noted specifically at the front edge, where the metal material shows signs of alteration. The integrity of the front door nearby appears to be impacted as well.",1,severe,2,training
C:\D_Folder\Defect seviority dataset\dataset\training\02-moderate\0146.JPEG,Observations indicate that the windshield has cracks present in several locations on its glass surface. The distribution of these cracks appears to be widespread.,2,moderate,1,training
C:\D_Folder\Defect seviority dataset\dataset\training\01-minor\0209.JPEG,"A dent is present in the center of the front fender, which is made of metal. The damage is clearly visible and alters the surface contour of the fender. No additional damages are noted in the surrounding area.",0,minor,0,training
C:\D_Folder\Defect seviority dataset\dataset\training\01-minor\0195.JPEG,"Inspection reveals a scratch on the lower right part of the front bumper. The paint is compromised in this area, suggesting contact with another object. Further evaluation may be required to address the surface condition.",2,minor,0,training
C:\D_Folder\Defect seviority dataset\dataset\validation\02-moderate\0024.jpeg,"A hole has been observed on the right side of the front bumper. The material of the bumper is plastic, and the damage appears to compromise the integrity of this component basically",0,moderate,1,testing
C:\D_Folder\Defect seviority dataset\dataset\training\03-severe\0054.jpeg,"Inspection revealed that the center of the front bumper has undergone deformation. The plastic material is visible, and the hood appears to be affected by this distortion.",2,severe,2,training
C:\D_Folder\Defect seviority dataset\dataset\training\01-minor\0116.JPEG,"Observations indicate that the upper edge of the front fender is deformed, with the metal visibly altered. The head, located nearby, may also have been impacted by this deformation.",1,minor,0,training
C:\D_Folder\Defect seviority dataset\dataset\training\03-severe\0344.JPEG,The front right fender exhibits a noticeable deformation. The metal surface displays irregular contours that diverge from the original shape. This alteration is observable upon inspection from multiple angles.,0,severe,2,training
C:\D_Folder\Defect seviority dataset\dataset\training\03-severe\0089.JPEG,"The front bumper exhibits deformation at the center, with visible damage to the metal material. The structural integrity of the bumper appears compromised, and the hood is also affected by proximity to the altered bumper.",0,severe,2,training
C:\D_Folder\Defect seviority dataset\dataset\training\01-minor\0148.JPEG,Inspection reveals that the plastic rear bumper has a noticeable deformation located at the center. The alteration in form is clear upon visual examination.,2,minor,0,training
C:\D_Folder\Defect seviority dataset\dataset\training\02-moderate\0205.JPEG,"The center of the rear bumper exhibits a dent made from metal material. The adjacent rear panel remains intact, suggesting that the damage is confined to the bumper.",1,moderate,1,training
C:\D_Folder\Defect seviority dataset\dataset\training\03-severe\0290.JPEG,"It looks like looking at the rear bumper, there is a noticeable deformation located at the center. The damage appears to involve the metal part of the bumper specifically. Other sections remain unaffected.",1,severe,2,training
C:\D_Folder\Defect seviority dataset\dataset\validation\03-severe\0018.JPEG,"Basically, a visual inspection of the front left fender reveals deformation throughout. The fender, made of metal, shows noticeable distortion that also affects the front bumper area.",1,severe,2,testing
C:\D_Folder\Defect seviority dataset\dataset\training\02-moderate\0260.jpeg,"On the right side of the front bumper, a deformation has been noted. The damage affects the plastic material, resulting in a change in its original shape without any visible breaches.",2,moderate,1,training
C:\D_Folder\Defect seviority dataset\dataset\training\02-moderate\0080.jpeg,"Upon examination, deformation was observed on the right side of the front bumper, which is made of plastic. The impact has altered the shape of this component.",2,moderate,1,training
C:\D_Folder\Defect seviority dataset\dataset\training\03-severe\0288.JPEG,"A deformation is present on the left side of the rear quarter panel, displaying exposed metal. The rear bumper is situated nearby and may show signs of impact as well tbh",1,severe,2,training
C:\D_Folder\Defect seviority dataset\dataset\validation\03-severe\0004.JPEG,Inspecting the rear bumper reveals a deformation localized at the center section. The damage is observed on the metal part of the bumper. Such alterations may warrant additional examination.,2,severe,2,testing
C:\D_Folder\Defect seviority dataset\dataset\training\02-moderate\0074.JPEG,"The front bumper exhibits deformation on the right side. The damage is observed on the plastic material, which appears to have been impacted. No additional visible damage is noted in the surrounding areas.",0,moderate,1,training
C:\D_Folder\Defect seviority dataset\dataset\training\01-minor\download (9).jpeg,The center of the rear door exhibits a dent in the metal. The deformation appears localized and does not extend to adjacent areas. The overall integrity of the door remains intact.,1,minor,0,training
C:\D_Folder\Defect seviority dataset\dataset\validation\01-minor\images (33).jpeg,"A dent was observed on the center of the front fender, which is constructed of metal. The integrity of the head adjacent to the fender was also noted as being affected by the damage.",0,minor,0,testing
